"Statistic","Year","County","Dwelling Status","Stamp Duty Event","Type of Buyer","Type of Sale","UNIT","VALUE"
"Value of Sales","2016","Westmeath","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","6.4"
"Value of Sales","2016","Westmeath","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","0.6"
"Value of Sales","2016","Westmeath","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","0.3"
"Value of Sales","2016","Westmeath","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","102"
"Value of Sales","2016","Westmeath","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","20.8"
"Value of Sales","2016","Westmeath","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","59.6"
"Value of Sales","2016","Westmeath","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","21.6"
"Value of Sales","2016","Westmeath","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","14.5"
"Value of Sales","2016","Westmeath","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","102.6"
"Value of Sales","2016","Westmeath","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","20.7"
"Value of Sales","2016","Westmeath","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","60.7"
"Value of Sales","2016","Westmeath","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","21.2"
"Value of Sales","2016","Westmeath","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","15.7"
"Value of Sales","2016","Wexford","New","Filings","Household Buyer - All","All Sale Types","Euro Million","20.2"
"Value of Sales","2016","Wexford","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","5.5"
"Value of Sales","2016","Wexford","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","12.6"
"Value of Sales","2016","Wexford","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","2"
"Value of Sales","2016","Wexford","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","8.6"
"Value of Sales","2016","Wexford","New","Executions","Household Buyer - All","All Sale Types","Euro Million","19.4"
"Value of Sales","2016","Wexford","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","5.1"
"Value of Sales","2016","Wexford","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","11.9"
"Value of Sales","2016","Wexford","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","2.4"
"Value of Sales","2016","Wexford","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","8.3"
"Value of Sales","2016","Wexford","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","188.7"
"Value of Sales","2016","Wexford","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","28.7"
"Value of Sales","2016","Wexford","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","123.6"
"Value of Sales","2016","Wexford","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","36.4"
"Value of Sales","2016","Wexford","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","13.9"
"Value of Sales","2016","Wexford","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","187.8"
"Value of Sales","2016","Wexford","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","29.2"
"Value of Sales","2016","Wexford","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","122.1"
"Value of Sales","2016","Wexford","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","36.6"
"Value of Sales","2016","Wexford","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","13"
"Value of Sales","2016","Wicklow","New","Filings","Household Buyer - All","All Sale Types","Euro Million","84.7"
"Value of Sales","2016","Wicklow","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","20.8"
"Value of Sales","2016","Wicklow","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","60.1"
"Value of Sales","2016","Wicklow","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","3.8"
"Value of Sales","2016","Wicklow","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","7.3"
"Value of Sales","2016","Wicklow","New","Executions","Household Buyer - All","All Sale Types","Euro Million","83.1"
"Value of Sales","2016","Wicklow","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","21.8"
"Value of Sales","2016","Wicklow","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","58.1"
"Value of Sales","2016","Wicklow","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","3.3"
"Value of Sales","2016","Wicklow","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","7.4"
"Value of Sales","2016","Wicklow","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","329.4"
"Value of Sales","2016","Wicklow","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","70.1"
"Value of Sales","2016","Wicklow","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","228.3"
"Value of Sales","2016","Wicklow","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","31"
"Value of Sales","2016","Wicklow","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","22.2"
"Value of Sales","2016","Wicklow","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","328.3"
"Value of Sales","2016","Wicklow","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","70.2"
"Value of Sales","2016","Wicklow","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","227.5"
"Value of Sales","2016","Wicklow","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","30.6"
"Value of Sales","2016","Wicklow","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","25"
"Value of Sales","2016","Clare","New","Filings","Household Buyer - All","All Sale Types","Euro Million","16.7"
"Value of Sales","2016","Clare","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","5.7"
"Value of Sales","2016","Clare","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","7.9"
"Value of Sales","2016","Clare","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","3"
"Value of Sales","2016","Clare","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","1"
"Value of Sales","2016","Clare","New","Executions","Household Buyer - All","All Sale Types","Euro Million","16.3"
"Value of Sales","2016","Clare","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","5.2"
"Value of Sales","2016","Clare","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","7.8"
"Value of Sales","2016","Clare","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","3.3"
"Value of Sales","2016","Clare","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","0.4"
"Value of Sales","2016","Clare","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","138.2"
"Value of Sales","2016","Clare","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","35.2"
"Value of Sales","2016","Clare","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","73.1"
"Value of Sales","2016","Clare","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","29.8"
"Value of Sales","2016","Clare","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","40.7"
"Value of Sales","2016","Clare","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","137.2"
"Value of Sales","2016","Clare","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","35.1"
"Value of Sales","2016","Clare","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","71.5"
"Value of Sales","2016","Clare","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","30.5"
"Value of Sales","2016","Clare","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","40.3"
"Value of Sales","2016","Cork","New","Filings","Household Buyer - All","All Sale Types","Euro Million","156.7"
"Value of Sales","2016","Cork","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","68.7"
"Value of Sales","2016","Cork","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","69.9"
"Value of Sales","2016","Cork","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","18.2"
"Value of Sales","2016","Cork","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","44.2"
"Value of Sales","2016","Cork","New","Executions","Household Buyer - All","All Sale Types","Euro Million","159.7"
"Value of Sales","2016","Cork","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","70.8"
"Value of Sales","2016","Cork","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","71.5"
"Value of Sales","2016","Cork","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","17.4"
"Value of Sales","2016","Cork","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","43.8"
"Value of Sales","2016","Cork","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","853.9"
"Value of Sales","2016","Cork","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","201"
"Value of Sales","2016","Cork","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","481"
"Value of Sales","2016","Cork","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","172"
"Value of Sales","2016","Cork","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","94.5"
"Value of Sales","2016","Cork","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","846.6"
"Value of Sales","2016","Cork","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","201.4"
"Value of Sales","2016","Cork","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","475.9"
"Value of Sales","2016","Cork","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","169.3"
"Value of Sales","2016","Cork","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","94.5"
"Value of Sales","2016","Kerry","New","Filings","Household Buyer - All","All Sale Types","Euro Million","24"
"Value of Sales","2016","Kerry","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","7.3"
"Value of Sales","2016","Kerry","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","12.7"
"Value of Sales","2016","Kerry","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","4.1"
"Value of Sales","2016","Kerry","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","3"
"Value of Sales","2016","Kerry","New","Executions","Household Buyer - All","All Sale Types","Euro Million","23.6"
"Value of Sales","2016","Kerry","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","7.9"
"Value of Sales","2016","Kerry","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","11.8"
"Value of Sales","2016","Kerry","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","3.9"
"Value of Sales","2016","Kerry","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","4.3"
"Value of Sales","2016","Kerry","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","171"
"Value of Sales","2016","Kerry","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","30.5"
